"Date","Price","Open","High","Low","Change %"
"Oct 20, 2020","11,910.3","11,743.7","11,970.0","11,716.8","1.42%"
"Oct 19, 2020","11,743.7","11,489.7","11,743.7","11,434.0","2.21%"
"Oct 18, 2020","11,489.7","11,362.8","11,489.7","11,362.8","1.12%"
"Oct 17, 2020","11,362.8","11,312.9","11,362.8","11,303.6","0.44%"
"Oct 16, 2020","11,312.9","11,486.1","11,503.1","11,256.1","-1.51%"
"Oct 15, 2020","11,486.1","11,417.4","11,486.1","11,298.0","0.60%"
"Oct 14, 2020","11,417.4","11,427.8","11,451.7","11,324.1","-0.09%"
"Oct 13, 2020","11,427.8","11,535.0","11,535.0","11,375.0","-0.94%"
"Oct 12, 2020","11,536.4","11,375.7","11,638.3","11,267.7","1.41%"
"Oct 11, 2020","11,375.7","11,295.4","11,411.0","11,295.4","0.71%"
"Oct 10, 2020","11,295.4","11,057.7","11,406.6","11,057.7","2.15%"
"Oct 09, 2020","11,057.7","10,917.7","11,063.5","10,865.8","1.31%"
"Oct 08, 2020","10,914.4","10,665.0","10,914.4","10,592.5","2.34%"
"Oct 07, 2020","10,665.0","10,600.4","10,665.0","10,585.3","0.61%"
"Oct 06, 2020","10,600.4","10,780.0","10,780.0","10,567.5","-1.67%"
"Oct 05, 2020","10,780.0","10,667.0","10,780.0","10,660.4","1.06%"
"Oct 04, 2020","10,667.0","10,544.7","10,671.1","10,544.7","1.16%"
"Oct 03, 2020","10,544.7","10,562.8","10,577.1","10,529.0","-0.17%"
"Oct 02, 2020","10,562.8","10,619.1","10,619.1","10,431.1","-0.53%"
"Oct 01, 2020","10,619.1","10,763.1","10,882.1","10,514.8","-1.34%"
"Sep 30, 2020","10,763.1","10,834.7","10,834.7","10,707.4","-0.66%"
"Sep 29, 2020","10,834.7","10,695.2","10,834.7","10,684.3","1.30%"
"Sep 28, 2020","10,695.2","10,767.3","10,914.5","10,695.2","-0.67%"
"Sep 27, 2020","10,767.3","10,730.8","10,770.9","10,636.4","0.34%"
"Sep 26, 2020","10,730.8","10,677.8","10,756.9","10,660.2","0.50%"
"Sep 25, 2020","10,677.8","10,732.4","10,737.0","10,600.0","-0.51%"
"Sep 24, 2020","10,732.4","10,233.0","10,732.4","10,233.0","4.88%"
"Sep 23, 2020","10,233.0","10,532.9","10,532.9","10,219.5","-2.85%"
"Sep 22, 2020","10,532.9","10,423.0","10,532.9","10,415.1","1.05%"
"Sep 21, 2020","10,423.0","10,922.4","10,963.4","10,392.5","-4.57%"
"Sep 20, 2020","10,922.4","11,074.4","11,074.4","10,858.5","-1.37%"
"Sep 19, 2020","11,074.4","10,928.0","11,101.7","10,918.8","1.35%"
"Sep 18, 2020","10,927.3","10,927.4","11,010.1","10,873.8","-0.00%"
"Sep 17, 2020","10,927.4","10,948.2","10,948.2","10,854.2","-0.19%"
"Sep 16, 2020","10,948.2","10,782.0","11,032.1","10,683.8","1.54%"
"Sep 15, 2020","10,782.0","10,667.3","10,878.2","10,667.3","1.08%"
"Sep 14, 2020","10,667.3","10,308.2","10,691.8","10,302.0","3.48%"
"Sep 13, 2020","10,308.2","10,433.8","10,547.0","10,274.5","-1.20%"
"Sep 12, 2020","10,433.8","10,384.5","10,464.9","10,284.5","0.47%"
"Sep 11, 2020","10,384.5","10,349.3","10,384.5","10,228.3","0.34%"
"Sep 10, 2020","10,349.3","10,222.5","10,447.2","10,222.5","1.24%"
"Sep 09, 2020","10,222.5","10,116.0","10,321.9","9,994.7","1.05%"
"Sep 08, 2020","10,116.0","10,365.7","10,365.7","9,927.6","-2.41%"
"Sep 07, 2020","10,365.7","10,248.0","10,365.7","9,936.9","1.15%"
"Sep 06, 2020","10,248.0","10,165.2","10,248.0","10,087.5","0.81%"
"Sep 05, 2020","10,165.2","10,454.6","10,499.4","10,073.3","-2.77%"
"Sep 04, 2020","10,454.6","10,267.5","10,543.3","10,264.2","1.82%"
"Sep 03, 2020","10,267.5","11,391.9","11,391.9","10,267.5","-9.87%"
"Sep 02, 2020","11,391.9","11,927.3","11,927.3","11,300.2","-4.49%"
"Sep 01, 2020","11,927.3","11,656.4","12,002.3","11,608.9","2.32%"
"Aug 31, 2020","11,656.4","11,707.4","11,728.5","11,616.9","-0.44%"
"Aug 30, 2020","11,707.4","11,478.7","11,707.4","11,478.7","1.99%"
"Aug 29, 2020","11,478.7","11,522.6","11,543.9","11,465.0","-0.38%"
"Aug 28, 2020","11,522.6","11,319.0","11,523.0","11,290.5","1.80%"
"Aug 27, 2020","11,319.0","11,458.3","11,458.3","11,220.0","-1.22%"
"Aug 26, 2020","11,458.3","11,337.3","11,494.9","11,284.4","1.07%"
"Aug 25, 2020","11,337.3","11,753.5","11,756.0","11,229.2","-3.58%"
"Aug 24, 2020","11,757.9","11,649.1","11,791.8","11,649.1","0.93%"
"Aug 23, 2020","11,649.1","11,675.1","11,689.8","11,572.2","-0.22%"
"Aug 22, 2020","11,675.1","11,514.5","11,675.1","11,430.8","1.39%"
"Aug 21, 2020","11,514.5","11,859.2","11,859.2","11,514.5","-2.91%"
"Aug 20, 2020","11,859.2","11,742.0","11,866.2","11,727.1","1.00%"
"Aug 19, 2020","11,742.0","11,960.2","11,977.0","11,694.0","-1.82%"
"Aug 18, 2020","11,960.2","12,271.7","12,323.3","11,897.4","-2.54%"
"Aug 17, 2020","12,271.7","11,910.0","12,375.5","11,801.5","3.04%"
"Aug 16, 2020","11,910.0","11,866.3","11,910.0","11,776.5","0.37%"
"Aug 15, 2020","11,866.3","11,739.0","11,938.2","11,739.0","1.08%"
"Aug 14, 2020","11,739.0","11,754.0","11,791.9","11,673.0","-0.13%"
"Aug 13, 2020","11,754.0","11,562.4","11,754.0","11,397.6","1.66%"
"Aug 12, 2020","11,562.4","11,396.2","11,573.9","11,291.0","1.46%"
"Aug 11, 2020","11,396.2","11,874.2","11,912.4","11,205.7","-4.03%"
"Aug 10, 2020","11,874.2","11,681.5","11,977.0","11,681.5","1.65%"
"Aug 09, 2020","11,681.5","11,749.3","11,749.3","11,595.9","-0.67%"
"Aug 08, 2020","11,760.0","11,590.8","11,771.8","11,547.5","1.46%"
"Aug 07, 2020","11,590.8","11,750.5","11,870.4","11,477.9","-1.36%"
"Aug 06, 2020","11,750.5","11,734.0","11,861.3","11,628.4","0.14%"
"Aug 05, 2020","11,734.0","11,188.5","11,734.0","11,188.5","4.88%"
"Aug 04, 2020","11,188.5","11,217.2","11,353.0","11,140.0","-0.26%"
"Aug 03, 2020","11,217.2","11,072.0","11,375.0","11,072.0","1.31%"
"Aug 02, 2020","11,072.0","11,793.8","11,954.8","11,072.0","-6.12%"
"Aug 01, 2020","11,793.8","11,329.9","11,793.8","11,328.2","4.09%"
"Jul 31, 2020","11,329.9","11,095.2","11,345.1","11,015.0","2.12%"
"Jul 30, 2020","11,095.2","11,102.0","11,144.5","10,947.9","-0.06%"
"Jul 29, 2020","11,102.0","10,903.0","11,318.3","10,903.0","1.83%"
"Jul 28, 2020","10,903.0","11,018.6","11,188.3","10,868.5","-1.05%"
"Jul 27, 2020","11,018.6","9,930.9","11,196.7","9,930.9","10.95%"
"Jul 26, 2020","9,930.9","9,699.4","9,939.5","9,691.2","2.39%"
"Jul 25, 2020","9,699.4","9,534.7","9,699.4","9,534.7","1.73%"
"Jul 24, 2020","9,534.7","9,604.0","9,604.0","9,509.1","-0.72%"
"Jul 23, 2020","9,604.0","9,524.1","9,604.0","9,489.5","0.84%"
"Jul 22, 2020","9,524.1","9,379.2","9,524.1","9,312.7","1.55%"
"Jul 21, 2020","9,379.2","9,159.6","9,379.2","9,159.6","2.40%"
"Jul 20, 2020","9,159.6","9,213.2","9,215.3","9,154.9","-0.58%"
"Jul 19, 2020","9,213.2","9,166.0","9,213.2","9,120.0","0.52%"
"Jul 18, 2020","9,166.0","9,152.8","9,172.9","9,126.0","0.14%"
"Jul 17, 2020","9,152.8","9,137.0","9,162.0","9,119.8","0.17%"
"Jul 16, 2020","9,137.0","9,191.0","9,213.0","9,076.3","-0.59%"
"Jul 15, 2020","9,191.0","9,248.9","9,248.9","9,191.0","-0.63%"
"Jul 14, 2020","9,248.9","9,238.6","9,265.9","9,181.0","0.11%"
"Jul 13, 2020","9,238.6","9,296.7","9,318.1","9,238.6","-0.63%"
"Jul 12, 2020","9,296.7","9,230.3","9,296.7","9,180.3","0.72%"
"Jul 11, 2020","9,230.3","9,293.6","9,293.6","9,183.2","-0.68%"
"Jul 10, 2020","9,293.6","9,236.6","9,293.6","9,160.6","0.62%"
"Jul 09, 2020","9,236.6","9,437.9","9,437.9","9,222.8","-2.13%"
"Jul 08, 2020","9,437.9","9,247.4","9,439.4","9,247.4","2.06%"
"Jul 07, 2020","9,247.4","9,339.9","9,339.9","9,238.7","-0.99%"
"Jul 06, 2020","9,339.9","9,084.4","9,339.9","9,070.0","2.81%"
"Jul 05, 2020","9,084.4","9,127.2","9,143.1","9,003.0","-0.47%"
"Jul 04, 2020","9,127.2","9,061.2","9,179.0","9,048.9","0.73%"
"Jul 03, 2020","9,061.2","9,089.5","9,123.6","9,043.3","-0.31%"
"Jul 02, 2020","9,089.5","9,221.8","9,257.5","8,960.0","-1.43%"
"Jul 01, 2020","9,221.8","9,136.8","9,285.0","9,092.9","0.93%"
"Jun 30, 2020","9,136.8","9,183.2","9,196.4","9,090.0","-0.50%"
"Jun 29, 2020","9,183.2","9,126.7","9,235.3","9,017.9","0.62%"
"Jun 28, 2020","9,126.7","9,011.3","9,184.0","8,950.0","1.28%"
"Jun 27, 2020","9,011.3","9,156.3","9,195.0","8,900.0","-1.58%"
"Jun 26, 2020","9,156.3","9,252.5","9,295.6","9,057.2","-1.04%"
"Jun 25, 2020","9,252.5","9,299.0","9,330.0","9,050.0","-0.50%"
"Jun 24, 2020","9,299.0","9,616.9","9,675.1","9,233.1","-3.31%"
"Jun 23, 2020","9,616.9","9,687.4","9,718.7","9,566.0","-0.73%"
"Jun 22, 2020","9,687.4","9,296.0","9,732.0","9,287.8","4.21%"
"Jun 21, 2020","9,296.0","9,358.0","9,400.5","9,288.0","-0.66%"
"Jun 20, 2020","9,358.0","9,310.0","9,381.4","9,220.0","0.52%"
"Jun 19, 2020","9,310.0","9,397.8","9,453.2","9,260.0","-0.93%"
"Jun 18, 2020","9,397.8","9,452.3","9,505.2","9,300.0","-0.58%"
"Jun 17, 2020","9,452.3","9,513.7","9,547.4","9,230.0","-0.64%"
"Jun 16, 2020","9,513.7","9,422.0","9,570.0","9,379.2","0.97%"
"Jun 15, 2020","9,422.0","9,344.6","9,486.1","8,933.5","0.83%"
"Jun 14, 2020","9,344.6","9,466.2","9,466.2","9,275.9","-1.28%"
"Jun 13, 2020","9,466.2","9,460.6","9,490.0","9,373.4","0.06%"
"Jun 12, 2020","9,460.6","9,277.3","9,541.0","9,251.8","1.98%"
"Jun 11, 2020","9,277.3","9,882.3","9,950.0","9,150.0","-6.12%"
"Jun 10, 2020","9,882.3","9,763.9","9,964.8","9,696.1","1.21%"
"Jun 09, 2020","9,763.9","9,787.3","9,858.9","9,600.4","-0.24%"
"Jun 08, 2020","9,787.3","9,734.9","9,797.0","9,642.6","0.54%"
"Jun 07, 2020","9,734.9","9,669.7","9,786.0","9,404.0","0.67%"
"Jun 06, 2020","9,669.7","9,638.9","9,728.0","9,552.5","0.32%"
"Jun 05, 2020","9,638.9","9,794.2","9,840.4","9,621.3","-1.59%"
"Jun 04, 2020","9,794.2","9,654.1","9,862.7","9,469.3","1.45%"
"Jun 03, 2020","9,654.1","9,521.3","9,664.3","9,401.1","1.41%"
"Jun 02, 2020","9,520.3","10,138.7","10,191.3","9,300.0","-6.10%"
"Jun 01, 2020","10,138.7","9,457.4","10,155.4","9,435.2","7.20%"
"May 31, 2020","9,457.4","9,691.9","9,692.0","9,405.0","-2.42%"
"May 30, 2020","9,691.9","9,424.9","9,722.2","9,348.0","2.83%"
"May 29, 2020","9,424.9","9,566.0","9,594.0","9,300.7","-1.47%"
"May 28, 2020","9,566.0","9,193.6","9,611.0","9,122.2","4.05%"
"May 27, 2020","9,193.6","8,843.6","9,214.9","8,822.0","3.96%"
"May 26, 2020","8,843.6","8,906.1","8,999.0","8,716.3","-0.70%"
"May 25, 2020","8,906.1","8,732.8","8,966.3","8,665.4","1.98%"
"May 24, 2020","8,733.4","9,179.8","9,292.0","8,717.8","-4.86%"
"May 23, 2020","9,179.8","9,158.9","9,300.0","9,100.0","0.23%"
"May 22, 2020","9,158.9","9,055.1","9,247.9","8,952.0","1.15%"
"May 21, 2020","9,055.1","9,514.5","9,561.0","8,823.1","-4.83%"
"May 20, 2020","9,514.5","9,777.1","9,821.8","9,350.2","-2.69%"
"May 19, 2020","9,777.1","9,732.8","9,880.4","9,500.0","0.46%"
"May 18, 2020","9,732.8","9,669.9","9,933.1","9,493.0","0.65%"
"May 17, 2020","9,669.9","9,386.7","9,869.0","9,341.9","3.02%"
"May 16, 2020","9,386.7","9,303.0","9,582.6","9,213.9","0.90%"
"May 15, 2020","9,303.0","9,784.1","9,829.8","9,166.7","-4.92%"
"May 14, 2020","9,784.1","9,303.4","9,917.9","9,242.1","5.17%"
"May 13, 2020","9,303.4","8,804.0","9,400.6","8,798.4","5.67%"
"May 12, 2020","8,804.0","8,572.1","8,962.7","8,549.9","2.70%"
"May 11, 2020","8,572.6","8,743.2","9,150.0","8,217.0","-1.95%"
"May 10, 2020","8,743.2","9,549.2","9,569.3","8,100.0","-8.44%"
"May 09, 2020","9,549.2","9,812.0","9,899.0","9,532.2","-2.71%"
"May 08, 2020","9,815.4","9,971.3","10,020.0","9,729.2","-1.56%"
"May 07, 2020","9,971.3","9,145.6","10,064.3","9,047.5","9.03%"
"May 06, 2020","9,145.6","9,024.0","9,380.0","8,918.0","1.35%"
"May 05, 2020","9,024.0","8,867.8","9,100.0","8,749.6","1.76%"
"May 04, 2020","8,867.8","8,896.4","8,946.8","8,522.4","-0.32%"
"May 03, 2020","8,896.4","8,971.2","9,175.0","8,723.3","-0.83%"
"May 02, 2020","8,971.2","8,809.9","8,997.0","8,765.0","1.83%"
"May 01, 2020","8,809.9","8,624.8","9,046.2","8,624.8","2.04%"
"Apr 30, 2020","8,633.6","8,746.9","9,455.4","8,415.3","-1.29%"
"Apr 29, 2020","8,746.9","7,745.3","8,932.8","7,720.6","12.93%"
"Apr 28, 2020","7,745.3","7,772.5","7,772.9","7,669.2","-0.35%"
"Apr 27, 2020","7,772.5","7,685.0","7,773.8","7,619.6","1.14%"
"Apr 26, 2020","7,685.0","7,533.3","7,691.0","7,500.0","2.01%"
"Apr 25, 2020","7,533.3","7,493.4","7,697.0","7,449.0","0.53%"
"Apr 24, 2020","7,493.4","7,471.3","7,596.0","7,362.0","0.30%"
"Apr 23, 2020","7,471.3","7,113.7","7,596.0","7,026.4","5.03%"
"Apr 22, 2020","7,113.7","6,836.3","7,143.7","6,820.7","4.06%"
"Apr 21, 2020","6,836.3","6,818.6","6,928.8","6,772.8","0.26%"
"Apr 20, 2020","6,818.6","7,110.1","7,204.7","6,770.7","-4.10%"
"Apr 19, 2020","7,110.1","7,236.1","7,268.3","7,054.8","-1.74%"
"Apr 18, 2020","7,236.1","7,033.9","7,275.1","7,030.0","2.87%"
"Apr 17, 2020","7,033.9","7,091.5","7,150.0","7,011.1","-0.81%"
"Apr 16, 2020","7,091.5","6,629.4","7,174.7","6,500.0","6.97%"
"Apr 15, 2020","6,629.4","6,854.4","6,931.5","6,614.9","-3.28%"
"Apr 14, 2020","6,854.4","6,855.3","6,967.7","6,775.6","-0.01%"
"Apr 13, 2020","6,855.3","6,900.0","6,900.0","6,604.1","-0.98%"
"Apr 12, 2020","6,922.8","6,850.0","7,161.0","6,792.6","1.06%"
"Apr 11, 2020","6,850.0","6,823.8","6,933.0","6,750.0","0.38%"
"Apr 10, 2020","6,823.8","7,282.3","7,289.0","6,757.5","-6.30%"
"Apr 09, 2020","7,282.3","7,349.4","7,369.8","7,133.7","-0.91%"
"Apr 08, 2020","7,349.4","7,210.8","7,406.4","7,152.3","1.92%"
"Apr 07, 2020","7,210.8","7,331.6","7,450.0","7,121.7","-1.65%"
"Apr 06, 2020","7,331.6","6,781.2","7,340.3","6,774.4","8.12%"
"Apr 05, 2020","6,781.2","6,856.1","6,879.1","6,686.3","-1.09%"
"Apr 04, 2020","6,856.1","6,751.8","6,972.6","6,661.6","1.54%"
"Apr 03, 2020","6,751.8","6,793.3","7,038.5","6,624.9","-0.76%"
"Apr 02, 2020","6,803.7","6,655.5","6,877.6","6,560.0","2.23%"
"Apr 01, 2020","6,655.5","6,428.4","6,663.6","6,159.2","3.53%"
"Mar 31, 2020","6,428.4","6,398.6","6,507.6","6,338.7","0.47%"
"Mar 30, 2020","6,398.6","5,899.9","6,585.5","5,873.3","8.45%"
"Mar 29, 2020","5,899.9","6,238.8","6,274.7","5,883.6","-5.43%"
"Mar 28, 2020","6,238.8","6,380.0","6,380.0","6,055.5","-2.21%"
"Mar 27, 2020","6,380.0","6,727.0","6,850.0","6,302.5","-5.16%"
"Mar 26, 2020","6,727.0","6,691.7","6,770.0","6,528.1","0.53%"
"Mar 25, 2020","6,691.7","6,768.4","6,943.4","6,450.0","-1.13%"
"Mar 24, 2020","6,768.4","6,472.9","6,826.8","6,390.5","4.57%"
"Mar 23, 2020","6,472.9","5,886.7","6,584.4","5,712.5","9.96%"
"Mar 22, 2020","5,886.7","6,177.3","6,394.3","5,800.0","-4.70%"
"Mar 21, 2020","6,177.3","6,223.9","10,155.4","5,890.3","-0.75%"
"Mar 20, 2020","6,223.9","6,159.9","6,971.8","5,706.8","1.04%"
"Mar 19, 2020","6,159.9","5,388.2","6,391.1","5,267.6","14.32%"
"Mar 18, 2020","5,388.2","5,352.5","5,442.3","5,016.1","0.67%"
"Mar 17, 2020","5,352.5","5,025.5","5,571.3","4,944.6","6.51%"
"Mar 16, 2020","5,025.5","5,388.2","5,418.5","4,456.2","-6.73%"
"Mar 15, 2020","5,388.2","5,164.8","5,921.5","5,103.8","2.64%"
"Mar 14, 2020","5,249.6","5,593.7","5,625.7","5,060.3","-6.15%"
"Mar 13, 2020","5,593.7","4,931.7","5,938.8","3,772.4","13.42%"
"Mar 12, 2020","4,931.7","7,940.9","7,960.8","4,454.5","-37.89%"
"Mar 11, 2020","7,940.9","7,887.2","7,966.0","7,584.6","0.68%"
"Mar 10, 2020","7,887.2","7,899.4","8,157.0","7,687.3","-0.15%"
"Mar 09, 2020","7,899.4","8,020.5","8,268.9","7,600.0","-1.51%"
"Mar 08, 2020","8,020.5","8,890.3","8,890.3","8,002.9","-9.78%"
"Mar 07, 2020","8,890.3","9,120.0","9,207.3","8,829.9","-2.52%"
"Mar 06, 2020","9,120.0","9,048.5","9,160.0","8,940.0","0.79%"
"Mar 05, 2020","9,048.5","8,758.8","9,152.2","8,747.8","3.31%"
"Mar 04, 2020","8,758.8","8,715.6","8,837.7","8,600.0","0.54%"
"Mar 03, 2020","8,711.6","8,894.1","8,935.4","8,660.0","-2.05%"
"Mar 02, 2020","8,894.1","8,553.1","8,990.8","8,495.8","3.99%"
"Mar 01, 2020","8,553.1","8,545.0","8,728.6","8,417.0","0.10%"
"Feb 29, 2020","8,545.0","8,686.4","8,794.4","8,545.0","-1.63%"
"Feb 28, 2020","8,686.4","8,804.1","8,889.7","8,419.2","-1.34%"
"Feb 27, 2020","8,804.1","8,788.2","9,014.3","8,531.5","0.18%"
"Feb 26, 2020","8,788.2","9,328.2","9,378.5","8,623.1","-5.79%"
"Feb 25, 2020","9,328.2","9,658.4","9,665.6","9,250.5","-3.42%"
"Feb 24, 2020","9,658.4","9,945.9","9,977.2","9,484.0","-2.89%"
"Feb 23, 2020","9,945.9","9,657.2","9,994.0","9,639.0","2.99%"
"Feb 22, 2020","9,657.2","9,670.2","9,707.0","9,552.6","-0.14%"
"Feb 21, 2020","9,670.5","9,603.2","9,762.5","9,562.2","0.70%"
"Feb 20, 2020","9,603.2","9,595.3","9,679.2","9,415.6","0.08%"
"Feb 19, 2020","9,595.3","10,157.2","10,245.8","9,352.4","-5.53%"
"Feb 18, 2020","10,157.2","9,694.8","10,232.7","9,595.3","4.77%"
"Feb 17, 2020","9,694.8","9,930.5","9,948.3","9,450.0","-2.37%"
"Feb 16, 2020","9,930.5","9,914.5","10,046.7","9,651.0","0.16%"
"Feb 15, 2020","9,914.5","10,349.0","10,357.5","9,815.0","-4.20%"
"Feb 14, 2020","10,349.5","10,218.9","10,395.0","10,082.0","1.28%"
"Feb 13, 2020","10,218.9","10,320.2","10,483.8","10,098.0","-0.98%"
"Feb 12, 2020","10,320.2","10,217.5","10,400.0","10,043.6","1.01%"
"Feb 11, 2020","10,217.5","9,845.0","10,300.0","9,720.0","3.78%"
"Feb 10, 2020","9,845.0","10,144.7","10,186.0","9,701.4","-2.95%"
"Feb 09, 2020","10,144.7","9,896.6","10,150.0","9,807.7","2.51%"
"Feb 08, 2020","9,896.6","9,811.6","9,936.3","9,651.4","0.87%"
"Feb 07, 2020","9,811.6","9,759.5","9,900.0","9,616.3","0.53%"
"Feb 06, 2020","9,759.5","9,598.7","9,843.1","9,500.5","1.68%"
"Feb 05, 2020","9,598.7","9,203.8","9,740.3","9,172.0","4.29%"
"Feb 04, 2020","9,203.8","9,288.6","9,343.0","9,067.0","-0.91%"
"Feb 03, 2020","9,288.6","9,343.9","9,591.2","9,245.6","-0.59%"
"Feb 02, 2020","9,343.9","9,399.4","9,475.4","9,191.6","-0.59%"
"Feb 01, 2020","9,399.4","9,327.8","9,450.7","9,301.8","0.77%"
"Jan 31, 2020","9,327.8","9,515.8","9,534.9","9,221.1","-1.98%"
"Jan 30, 2020","9,515.8","9,283.7","9,582.2","9,200.0","2.50%"
"Jan 29, 2020","9,283.7","9,387.1","9,425.4","9,201.4","-1.10%"
"Jan 28, 2020","9,387.1","8,897.4","9,392.7","8,897.4","5.50%"
"Jan 27, 2020","8,897.4","8,605.0","9,004.0","8,383.9","3.40%"
"Jan 26, 2020","8,605.0","8,360.8","8,611.3","8,306.7","2.92%"
"Jan 25, 2020","8,360.8","8,446.5","8,449.1","8,269.1","-1.02%"
"Jan 24, 2020","8,446.5","8,389.4","8,525.3","8,235.8","0.68%"
"Jan 23, 2020","8,389.4","8,690.0","8,695.0","8,300.5","-3.46%"
"Jan 22, 2020","8,690.0","8,722.2","8,816.9","8,608.6","-0.37%"
"Jan 21, 2020","8,722.2","8,640.1","8,780.0","8,510.7","0.95%"
"Jan 20, 2020","8,640.1","8,701.2","8,734.0","8,525.6","-0.70%"
"Jan 19, 2020","8,701.2","8,902.6","9,190.0","8,504.7","-2.26%"
"Jan 18, 2020","8,902.6","8,912.2","8,970.0","8,793.0","-0.11%"
"Jan 17, 2020","8,912.2","8,705.6","9,001.6","8,670.0","2.11%"
"Jan 16, 2020","8,727.9","8,824.9","8,859.0","8,598.5","-1.10%"
"Jan 15, 2020","8,824.9","8,836.9","8,908.7","8,596.9","-0.14%"
"Jan 14, 2020","8,836.9","8,116.1","8,859.5","8,112.5","8.88%"
"Jan 13, 2020","8,116.1","8,176.8","8,184.9","7,991.8","-0.74%"
"Jan 12, 2020","8,176.8","8,036.5","8,176.8","7,953.8","1.75%"
"Jan 11, 2020","8,036.5","8,179.2","8,275.9","8,006.1","-1.74%"
"Jan 10, 2020","8,179.2","7,832.4","8,179.2","7,692.8","4.43%"
"Jan 09, 2020","7,832.4","8,041.4","8,043.1","7,762.9","-2.60%"
"Jan 08, 2020","8,041.4","8,185.7","8,475.0","7,878.2","-1.76%"
"Jan 07, 2020","8,185.7","7,764.6","8,186.9","7,740.8","5.42%"
"Jan 06, 2020","7,764.6","7,359.4","7,784.3","7,353.2","5.51%"
"Jan 05, 2020","7,359.4","7,359.9","7,488.0","7,326.2","-0.01%"
"Jan 04, 2020","7,359.9","7,338.1","7,398.1","7,260.1","0.30%"
"Jan 03, 2020","7,338.1","6,957.0","7,400.2","6,884.5","5.48%"
"Jan 02, 2020","6,957.0","7,204.5","7,221.4","6,939.5","-3.44%"
"Jan 01, 2020","7,204.5","7,185.7","7,257.8","7,166.3","0.26%"
"Dec 31, 2019","7,185.7","7,249.2","7,335.0","7,159.2","-0.78%"
"Dec 30, 2019","7,242.2","7,415.2","7,415.2","7,219.0","-2.33%"
"Dec 29, 2019","7,415.2","7,307.2","7,514.5","7,271.8","1.48%"
"Dec 28, 2019","7,307.2","7,244.4","7,365.1","7,231.4","0.87%"
"Dec 27, 2019","7,244.4","7,214.2","7,258.8","7,100.3","0.42%"
"Dec 26, 2019","7,214.2","7,208.3","7,427.1","7,098.5","0.23%"
"Dec 25, 2019","7,197.4","7,248.9","7,279.5","7,121.8","-0.71%"
"Dec 24, 2019","7,248.9","7,323.7","7,418.0","7,150.1","-1.02%"
"Dec 23, 2019","7,323.7","7,508.0","7,692.8","7,271.8","-2.46%"
"Dec 22, 2019","7,508.0","7,124.5","7,523.1","7,100.0","5.38%"
"Dec 21, 2019","7,124.5","7,197.6","7,197.6","7,107.7","-1.01%"
"Dec 20, 2019","7,197.6","7,153.7","7,222.7","7,074.0","0.61%"
"Dec 19, 2019","7,153.7","7,285.9","7,350.5","7,040.7","-1.81%"
"Dec 18, 2019","7,285.9","6,620.6","7,410.1","6,440.0","10.00%"
"Dec 17, 2019","6,623.6","6,906.9","6,959.9","6,577.8","-4.10%"
"Dec 16, 2019","6,906.9","7,104.6","7,142.8","6,853.8","-2.78%"
"Dec 15, 2019","7,104.6","7,062.6","7,179.8","7,022.5","0.59%"
"Dec 14, 2019","7,062.6","7,265.9","7,281.8","7,030.1","-2.80%"
"Dec 13, 2019","7,265.9","7,185.8","7,296.3","7,177.1","1.11%"
"Dec 12, 2019","7,185.8","7,199.0","7,279.4","7,090.0","-0.15%"
"Dec 11, 2019","7,196.4","7,234.1","7,271.6","7,143.8","-0.52%"
"Dec 10, 2019","7,234.1","7,353.6","7,391.8","7,174.1","-1.63%"
"Dec 09, 2019","7,353.6","7,500.2","7,640.0","7,260.1","-1.95%"
"Dec 08, 2019","7,500.2","7,479.1","7,547.6","7,378.5","0.28%"
"Dec 07, 2019","7,479.1","7,526.7","7,595.6","7,448.9","-0.63%"
"Dec 06, 2019","7,526.7","7,387.1","7,591.5","7,320.2","1.89%"
"Dec 05, 2019","7,387.1","7,182.5","7,469.6","7,153.6","2.85%"
"Dec 04, 2019","7,182.5","7,298.6","7,724.6","7,086.3","-1.59%"
"Dec 03, 2019","7,298.6","7,285.3","7,432.6","7,238.6","0.18%"
"Dec 02, 2019","7,285.3","7,378.7","7,421.9","7,167.2","-1.27%"
"Dec 01, 2019","7,378.7","7,541.2","7,543.3","7,231.9","-2.15%"
"Nov 30, 2019","7,541.2","7,728.3","7,784.3","7,454.2","-2.42%"
"Nov 29, 2019","7,728.3","7,425.5","7,828.3","7,379.7","4.08%"
"Nov 28, 2019","7,425.5","7,502.3","7,632.3","7,374.6","-1.02%"
"Nov 27, 2019","7,502.3","7,156.8","7,634.7","6,858.1","4.80%"
"Nov 26, 2019","7,158.5","7,110.3","7,340.3","7,033.0","0.68%"
"Nov 25, 2019","7,110.3","6,908.9","7,355.0","6,515.9","2.92%"
"Nov 24, 2019","6,908.9","7,311.3","7,327.5","6,879.7","-5.50%"
"Nov 23, 2019","7,311.3","7,273.7","7,338.1","7,088.3","0.52%"
"Nov 22, 2019","7,273.7","7,613.8","7,725.0","6,786.4","-4.47%"
"Nov 21, 2019","7,613.8","8,087.6","8,130.9","7,516.0","-5.86%"
"Nov 20, 2019","8,087.6","8,120.3","8,219.7","8,050.0","-0.40%"
"Nov 19, 2019","8,120.3","8,185.6","8,209.9","8,021.6","-0.80%"
"Nov 18, 2019","8,185.6","8,489.6","8,504.6","8,081.3","-3.58%"
